ax, ay, az, gx, gy, gz, temp
-9.27274, -0.36152, -2.57377, -0.10539, -1.39200, -0.00986, 24.62716
-9.45470, -0.22266, -2.37984, -0.05955, -1.33618, 0.00919, 24.86678
-9.56244, -0.37110, -1.92973, -0.11485, -1.22679, -0.00173, 25.05847
-9.66060, -0.21787, -1.90578, -0.12990, -1.07824, -0.00440, 24.81885
-9.50019, 0.06225, -1.97761, 0.00653, -0.99764, 0.03917, 24.67508
-9.04769, -0.25618, -1.98000, 0.02465, -1.07171, 0.03890, 24.86678
-9.44273, -0.30167, -1.54187, 0.02771, -1.14526, 0.03251, 24.91470
-8.76038, -0.21548, -0.77093, 0.00360, -0.95074, 0.05209, 25.01054
-9.18655, -0.38547, -1.47962, 0.01239, -0.96180, 0.03331, 24.81885
-9.61751, -0.55545, -1.05345, -0.07101, -0.90744, 0.02785, 24.81885
-9.77553, -0.41180, -0.79966, -0.07847, -0.83962, 0.02891, 24.81885
-9.60314, -0.43574, -0.85234, -0.11818, -0.81564, 0.02012, 24.81885
-9.63187, -0.50996, -0.68235, -0.19172, -0.83896, 0.01506, 24.72301
-9.85214, -0.03831, -0.58179, -0.15335, -0.74623, 0.02518, 24.91470
-9.86411, -0.22745, -0.42617, -0.12470, -0.64737, 0.02944, 24.86678
-9.58638, -0.17957, -0.41659, -0.02625, -0.61047, 0.04383, 24.86678
-9.56484, -0.38547, -0.28491, -0.01732, -0.65576, 0.05116, 24.81885
-9.75398, -0.33040, -0.07661, -0.02745, -0.65297, 0.04237, 24.53132
-9.79707, -0.39025, 0.14365, -0.05143, -0.59248, 0.04503, 25.01054
-9.92876, -0.43096, 0.14844, -0.08447, -0.52906, 0.04050, 24.53132
-9.82820, -0.35674, 0.22745, -0.09846, -0.45805, 0.03810, 24.81885
-9.57920, -0.28970, -0.02873, -0.07354, -0.48310, 0.03970, 24.72301
-9.69652, -0.18914, -0.01915, -0.01092, -0.49549, 0.04010, 24.62716
-9.66539, -0.31125, 0.34716, 0.00879, -0.50401, 0.03757, 24.72301
-9.73722, -0.31364, 0.46926, 0.01625, -0.47444, 0.04517, 24.86678
-9.75158, -0.33519, 0.45490, 0.01998, -0.45605, 0.04596, 24.72301
-9.61751, -0.24900, 0.54109, 0.02971, -0.44579, 0.04863, 24.86678
-9.39724, -0.11732, 0.48363, 0.09513, -0.50561, 0.04636, 24.86678
-9.41879, -0.47884, 0.64404, 0.06675, -0.60540, 0.04570, 24.81885
-9.72285, -0.34716, 0.88585, 0.07568, -0.65230, 0.04330, 24.62716
-9.88326, -0.52912, 1.22344, 0.02012, -0.57609, 0.04903, 24.72301
-10.01495, -0.31843, 1.28569, 0.00919, -0.44539, 0.05116, 24.62716
