ax,ay,az,gx,gy,gz,temp
0.06224924325942993,9.742006301879883,0.28969839215278625,-0.04263399541378021,0.18319295346736908,-0.13909341394901276,29.467369079589844
-0.6440402865409851,10.163386344909668,-0.181959331035614,-0.09512710571289062,0.3446691930294037,-0.02438131719827652,29.6590576171875
-0.2346317619085312,9.8784761428833,0.38546648621559143,0.016920367255806923,0.35532769560813904,0.11231393367052078,29.61113739013672
-0.3711012601852417,9.80904483795166,0.5003881454467773,-0.011324655264616013,0.3276156187057495,0.18505819141864777,29.6590576171875
-1.3192051649093628,9.639056205749512,-0.014365210197865963,-0.0030643183272331953,0.4428606629371643,0.1514839082956314,29.61113739013672
-1.2689268589019775,9.883264541625977,-0.11013327538967133,0.0427672304213047,0.5683644413948059,0.05649004504084587,29.6590576171875
-0.9217676520347595,10.134655952453613,-0.05027823522686958,0.09019754827022552,0.6207243204116821,0.058888208121061325,29.754905700683594
-0.9241618514060974,10.194510459899902,-0.30885201692581177,0.14921899139881134,0.6291179656982422,0.0905972421169281,29.227752685546875
-1.2545616626739502,10.144232749938965,-0.6919242739677429,0.23848392069339752,0.6476370096206665,0.11577794700860977,29.6590576171875
-1.5658079385757446,10.14902114868164,-0.8954314589500427,0.3330780863761902,0.7847320437431335,0.08033844083547592,29.6590576171875
-1.2976573705673218,9.892841339111328,-0.40940847992897034,0.3869034945964813,0.7883292436599731,0.006928024813532829,29.754905700683594
-0.8140285611152649,10.02452278137207,-0.26575639843940735,0.41408270597457886,0.7206478118896484,-0.029843797907233238,29.563213348388672
-0.35434186458587646,9.928754806518555,0.08379705995321274,0.41248390078544617,0.5269295573234558,-0.0189188364893198,29.563213348388672
-0.2944868206977844,9.39245319366455,0.2849099934101105,0.34493568539619446,0.3308131694793701,0.014655436389148235,29.6590576171875
6.89530086517334,6.947973251342773,8.044517517089844,-0.04263399541378021,-0.0740765631198883,-0.09339510649442673,29.563213348388672
-0.9241618514060974,8.69334602355957,0.8690952062606812,0.1991806924343109,0.10258805006742477,0.046231240034103394,29.563213348388672
-0.5746083855628967,9.651026725769043,0.1412578970193863,0.10338743776082993,0.08140428364276886,0.05315926671028137,29.61113739013672
-1.0055646896362305,9.938331604003906,-0.6416460275650024,0.05129402503371239,0.1698698252439499,0.09352833032608032,29.802827835083008
-1.2114660739898682,10.146626472473145,-0.871489405632019,0.07394333928823471,0.16933691501617432,0.1252373605966568,29.467369079589844
-1.7549498081207275,10.11550235748291,-1.5394717454910278,0.08446860313415527,0.16680550575256348,0.0824701339006424,29.563213348388672
-1.900996208190918,10.216058731079102,-1.8148049116134644,0.11817611008882523,0.1945176124572754,0.02717917412519455,29.563213348388672
-1.7525556087493896,10.287884712219238,-1.7621324062347412,0.14269065856933594,0.14069218933582306,-0.039969369769096375,29.802827835083008
-1.3694833517074585,10.307038307189941,-1.843535304069519,0.11591117829084396,0.043566614389419556,-0.07194487005472183,29.467369079589844
-1.2234370708465576,10.232817649841309,-2.341529369354248,0.11617764085531235,-0.11444563418626785,-0.10951608419418335,29.61113739013672
-1.5514427423477173,10.299856185913086,-2.937685489654541,0.1909203678369522,-0.11537826061248779,-0.13935987651348114,29.754905700683594
-1.3239935636520386,10.465055465698242,-3.07415509223938,0.26433077454566956,-0.0642174556851387,-0.17066921293735504,29.563213348388672
-1.0749965906143188,10.6925048828125,-2.9448680877685547,0.3249509930610657,-0.0559571199119091,-0.0888652428984642,29.61113739013672
-1.5945383310317993,10.591948509216309,-3.1651346683502197,0.3694502115249634,-0.034640122205019,-0.03903675079345703,29.754905700683594
-1.7477672100067139,10.493785858154297,-3.332728862762451,0.37824347615242004,-0.015721285715699196,-0.06554976850748062,29.61113739013672
-1.699883222579956,10.656591415405273,-3.648763418197632,0.39796170592308044,-0.04996171221137047,-0.10445328801870346,29.802827835083008
